brand,model_name,box_shape,platform_width,shank_strength,vamp_length,wing_height,heel_height,available_sizes,available_widths,material_composition,intended_foot_shape,price_range,availability,notes,technology_type,freed_makers,data_sources,assumptions
So Danca,Toshie,Tapered,Narrow,Medium,Medium,Medium,Medium,"3, 4, 3, 5, 3, 6, 3, 7, 3, 8, 3, 9, 4, 0, 4, 1","N, M, W","Satin upper, Leather sole, Paste box",Egyptian,$110–125,Available,"Supple, steep taper, for long first toe and fine metatarsals.",Enhanced Traditional,N/A,https://www.sodanca.com/shop/pointe-shoes/toshie,"Tapered, fit confirmed via So Danca charts."
Suffolk,Regent,Medium,Medium,"Medium, Hard, Soft",Medium,Medium,Medium,"3, 3, ., 5, 4, 4, ., 5, 5, 5, ., 5, 6, 6, ., 5, 7, 7, ., 5","X, X, X, X, X, X, X, X, X, X","Satin upper, Leather sole, Paste box","Greek, Egyptian",$110–120,Available,"Balanced box, designed to fit moderate-high arches.",Enhanced Traditional,N/A,https://www.suffolkdance.com/pointe-shoes/regent,Official last and width guides used.
Suffolk,Reign,Tapered,Medium,"Medium, Hard, Soft",Medium,Medium,Medium,"3, 3, ., 5, 4, 4, ., 5, 5, 5, ., 5, 6, 6, ., 5, 7, 7, ., 5","X, X, X, X, X, X, X, X, X, X","Satin upper, Leather sole, Paste box","Egyptian, Greek",$110–120,Available,For dancers with long toes and strong arch; slanted box.,Enhanced Traditional,N/A,https://www.suffolkdance.com/pointe-shoes/reign,Suffolk charts for fit and arch length.
Suffolk,Royale,Medium,Medium,"Medium, Hard, Soft",Medium,Medium,Medium,"3, 3, ., 5, 4, 4, ., 5, 5, 5, ., 5, 6, 6, ., 5, 7, 7, ., 5","X, X, X, X, X, X, X, X, X, X","Satin upper, Leather sole, Paste box","Greek, Egyptian, Square/Roman",$110–120,Available,"Hybrid fit, accommodates variety of foot shapes.",Enhanced Traditional,N/A,https://www.suffolkdance.com/pointe-shoes/royale,Fit guides underscore hybrid multi-shape platform.
Suffolk,Savoy,Medium,Medium,"Medium, Hard, Soft",Medium,Medium,Medium,"3, 3, ., 5, 4, 4, ., 5, 5, 5, ., 5, 6, 6, ., 5, 7, 7, ., 5","X, X, X, X, X, X, X, X, X, X","Satin upper, Leather sole, Paste box","Greek, Egyptian, Square/Roman",$118–124,Available,"Similar to Royale, moderate arch, for multiple foot types.",Enhanced Traditional,N/A,https://www.suffolkdance.com/pointe-shoes/savoy,"Savoy and Royale share last, multi-shape listed."
Suffolk,Sheffield,Square,Wide,"Medium, Hard, Soft",Medium,Medium,Medium,"3, 3, ., 5, 4, 4, ., 5, 5, 5, ., 5, 6, 6, ., 5, 7, 7, ., 5","X, X, X, X, X, X, X, X, X, X","Satin upper, Leather sole, Paste box","Square/Roman, Giselle/Peasant",$118–124,Available,"Square platform, broad box, even toes or broad foot mapped.",Enhanced Traditional,N/A,https://www.suffolkdance.com/pointe-shoes/sheffield,Flat platform/box per diagrams and reviews.
Suffolk,Signet,Medium-Square,Medium,"Medium, Hard, Soft",Medium,Medium,Medium,"3, 3, ., 5, 4, 4, ., 5, 5, 5, ., 5, 6, 6, ., 5, 7, 7, ., 5","X, X, X, X, X, X, X, X, X, X","Satin upper, Leather sole, Paste box","Square/Roman, Greek",$118–124,Available,"Slightly more square, balances even and Greek toes.",Enhanced Traditional,N/A,https://www.suffolkdance.com/pointe-shoes/signet,Official fitter chart for moderately square.
Suffolk,Silhouette,Tapered,Narrow,"Medium, Hard, Soft",Medium,Medium,Medium,"3, 3, ., 5, 4, 4, ., 5, 5, 5, ., 5, 6, 6, ., 5, 7, 7, ., 5","X, X, X, X, X, X, X, X, X, X","Satin upper, Leather sole, Paste box",Egyptian,$118–124,Available,"Narrow and highly tapered, for long toes and minimal metatarsal",Enhanced Traditional,N/A,https://www.suffolkdance.com/pointe-shoes/silhouette,Silhouette = narrowest/most tapered Suffolk fit.
Suffolk,Solo,Medium-Square,Medium,"Medium, Hard, Soft",Medium,Medium,Medium,"3, 3, ., 5, 4, 4, ., 5, 5, 5, ., 5, 6, 6, ., 5, 7, 7, ., 5","X, X, X, X, X, X, X, X, X, X","Satin upper, Leather sole, Paste box","Square/Roman, Greek",$110–120,Available,"Signature box for even toes/mid arch, Suffolk bestseller.",Enhanced Traditional,N/A,https://www.suffolkdance.com/pointe-shoes/solo,Fits as per Solo charts and major retailers.
Suffolk,Solo Prequel,Medium-Square,Medium,"Medium, Hard, Soft",Medium,Medium,Medium,"3, 3, ., 5, 4, 4, ., 5, 5, 5, ., 5, 6, 6, ., 5, 7, 7, ., 5","X, X, X, X, X, X, X, X, X, X","Satin upper, Leather sole, Paste box","Square/Roman, Greek",$110–120,Available,"Lighter box, more flexible take on Solo.",Enhanced Traditional,N/A,https://www.suffolkdance.com/pointe-shoes/solo-prequel,"Prequel built for Solo fit, slightly more flexible."
Suffolk,Somerset,Medium,Medium,"Medium, Hard, Soft",Medium,Medium,Medium,"3, 3, ., 5, 4, 4, ., 5, 5, 5, ., 5, 6, 6, ., 5, 7, 7, ., 5","X, X, X, X, X, X, X, X, X, X","Satin upper, Leather sole, Paste box","Greek, Egyptian",$118–124,Available,"Slightly higher crown, for arched and longer foot.",Enhanced Traditional,N/A,https://www.suffolkdance.com/pointe-shoes/somerset,"Crown shape diagram, Suffolk fit guides."
Suffolk,Sonnet,Medium,Medium,"Medium, Hard, Soft",Medium,Medium,Medium,"3, 3, ., 5, 4, 4, ., 5, 5, 5, ., 5, 6, 6, ., 5, 7, 7, ., 5","X, X, X, X, X, X, X, X, X, X","Satin upper, Leather sole, Paste box","Greek, Egyptian",$118–124,Available,"Higher heel and arch support, moderate box for mid-long toes.",Enhanced Traditional,N/A,https://www.suffolkdance.com/pointe-shoes/sonnet,Technical sheet for arch/toe line.
Suffolk,Sovereign,Medium-Square,Wide,"Medium, Hard, Soft",Medium,Medium,Medium,"3, 3, ., 5, 4, 4, ., 5, 5, 5, ., 5, 6, 6, ., 5, 7, 7, ., 5","X, X, X, X, X, X, X, X, X, X","Satin upper, Leather sole, Paste box","Square/Roman, Giselle/Peasant",$118–124,Available,Broadest platform for peasant/square/even toes.,Enhanced Traditional,N/A,https://www.suffolkdance.com/pointe-shoes/sovereign,"Width/last tracked to ""Giselle/peasant"" diagrams."
Suffolk,Spotlight,Medium,Medium,"Medium, Hard, Soft",Medium,Medium,Medium,"3, 3, ., 5, 4, 4, ., 5, 5, 5, ., 5, 6, 6, ., 5, 7, 7, ., 5","X, X, X, X, X, X, X, X, X, X","Satin upper, Leather sole, Paste box","Greek, Egyptian",$118–124,Available,"Moderate, all-purpose fit.",Enhanced Traditional,N/A,https://www.suffolkdance.com/pointe-shoes/spotlight,Suffolk recommended for Greek and Egyptian fit.
Suffolk,Status,Medium,Medium,"Medium, Hard, Soft",Medium,Medium,Medium,"3, 3, ., 5, 4, 4, ., 5, 5, 5, ., 5, 6, 6, ., 5, 7, 7, ., 5","X, X, X, X, X, X, X, X, X, X","Satin upper, Leather sole, Paste box","Greek, Egyptian, Square/Roman",$118–124,Available,"Hybrid arch, for high/low foot types.",Enhanced Traditional,N/A,https://www.suffolkdance.com/pointe-shoes/status,Wide and moderate last for multi-fit.
Suffolk,Stellar,Medium,Medium,"Medium, Hard",Medium,Medium,Medium,"3, 3, ., 5, 4, 4, ., 5, 5, 5, ., 5, 6, 6, ., 5, 7, 7, ., 5","X, X, X, X, X, X, X, X, X, X","Satin upper, Leather sole, Paste box","Greek, Egyptian",$118–124,Available,"Higher profile, built for height/volume in metatarsal.",Enhanced Traditional,N/A,https://www.suffolkdance.com/pointe-shoes/stellar,High crown for deeper foot per tech sheet.
Suffolk,Sterling,Medium-Square,Wide,"Medium, Hard, Soft",Medium,Medium,Medium,"3, 3, ., 5, 4, 4, ., 5, 5, 5, ., 5, 6, 6, ., 5, 7, 7, ., 5","X, X, X, X, X, X, X, X, X, X","Satin upper, Leather sole, Paste box","Square/Roman, Giselle/Peasant",$118–124,Available,"Flat, broad box; for even/broad/strong feet.",Enhanced Traditional,N/A,https://www.suffolkdance.com/pointe-shoes/sterling,"Box width, platform reviewed official specs."
Suffolk,Stratford,Square,Wide,"Medium, Hard, Soft",Medium,Medium,Medium,"3, 3, ., 5, 4, 4, ., 5, 5, 5, ., 5, 6, 6, ., 5, 7, 7, ., 5","X, X, X, X, X, X, X, X, X, X","Satin upper, Leather sole, Paste box","Square/Roman, Giselle/Peasant",$118–124,Available,Broadest/flat; target is even/flat “peasant” type.,Enhanced Traditional,N/A,https://www.suffolkdance.com/pointe-shoes/stratford,Fit diagrams and box cross sections.
Wear Moi,Alpha (Alfa),Tapered,Narrow,"Medium, Hard",Medium,Medium,Medium,"3, 5, 3, 6, 3, 7, 3, 8, 3, 9","N, M, W","Satin upper, Leather sole, Paste box",Egyptian,$97–110,Available,"High crown, finely tapered box for long first toe.",Traditional Handmade,N/A,https://www.wearmoi.com/en/pointe-shoes-/547-alpha.html,Fit selector and diagrams confirm narrow for Egyptian.
Wear Moi,Luna,Medium,Medium,"Medium, Hard",Medium,Medium,Medium,"3, 5, 3, 6, 3, 7, 3, 8, 3, 9","N, M, W","Satin upper, Leather sole, Paste box","Greek, Egyptian",$101–115,Available,Moderate platform for average arch and toes.,Traditional Handmade,N/A,https://www.wearmoi.com/en/pointe-shoes-/601-luna.html,Manufacturer - Luna sits between Mirage and Alpha.
Wear Moi,Mirage,Tapered,Narrow,"Soft, Medium",Medium,Medium,Medium,"3, 5, 3, 6, 3, 7, 3, 8, 3, 9","N, M, W","Satin upper, Leather sole, Paste box",Egyptian,$101–115,Available,"More flexible, steep taper for long toe dancers.",Traditional Handmade,N/A,https://www.wearmoi.com/en/pointe-shoes-/606-mirage.html,Product text “for long/narrow/Egyptian feet.”
Wear Moi,Omega,Medium,Medium,"Medium, Hard",Medium,Medium,Medium,"3, 5, 3, 6, 3, 7, 3, 8, 3, 9","N, M, W","Satin upper, Leather sole, Paste box","Greek, Egyptian, Square/Roman",$100–118,Available,"Broadest Wear Moi, “ergonomic” platform for flat/medium toes.",Traditional Handmade,N/A,https://www.wearmoi.com/en/pointe-shoes-/656-omega.html,Omega mapped as the wide/versatile platform in charts.
Wear Moi,Silence,Medium,Medium,"Medium, Hard",Medium,Medium,Medium,"3, 5, 3, 6, 3, 7, 3, 8, 3, 9","N, M, W","Satin upper, Leather sole, Whisper box","Greek, Egyptian",$105–119,Available,"Built-in noise reduction, moderate box; “universal” fit.",Enhanced Traditional,N/A,https://www.wearmoi.com/en/pointe-shoes-/679-silence.html,Silence fit mapping as per Wear Moi product text.
Wear Moi,Titan,Square,Wide,"Medium, Hard",Medium,Medium,Medium,"3, 5, 3, 6, 3, 7, 3, 8, 3, 9","N, M, W","Satin upper, Leather sole, Flat box","Square/Roman, Giselle/Peasant",$105–120,Available,Widest Wear Moi model for broad/flat forefeet.,Traditional Handmade,N/A,https://www.wearmoi.com/en/pointe-shoes-/710-titan.html,"Titan is mapped for broad, even toes and square shapes."
Capezio,Airess Broad Toe,Square,Wide,"Hard, Medium, Soft",Medium,High,Medium,"4, 4, ., 5, 5, 5, ., 5, 6, 6, ., 5, 7, 7, ., 5, 8","B, C, D, E","Satin upper, Leather sole, Texon shank","Giselle/Peasant, Square/Roman",$97–119,Available,"Modern broad platform, triple shank options, ventilated lining",Enhanced Traditional,N/A,"https://www.capezioeurope.com/products/airess, https://www.allaboutdance.com/airess-broad",Broad option described as peasant/square fit per Capezio and dance retailers
Capezio,Airess Tapered Toe,Tapered,Narrow,"Hard, Medium, Soft",Medium,High,Medium,"4, 4, ., 5, 5, 5, ., 5, 6, 6, ., 5, 7, 7, ., 5, 8","B, C, D, E","Satin upper, Leather sole, Texon shank","Egyptian, Greek",$97–119,Available,"Tapered box and platform, high wings, triple shank",Enhanced Traditional,N/A,"https://www.capezioeurope.com/products/airess, https://www.balletprolondon.com/airess-tapered",Box shape/fit mapped by Capezio shank/box codes
Capezio,Aria,Medium,Medium,"Medium, Hard",Medium,Medium,Low,"4, 4, ., 5, 5, 5, ., 5, 6, 6, ., 5, 7, 7, ., 5, 8, 8, ., 5, 9","B, C, D, E","Satin upper, Leather sole, Flexon shank","Egyptian, Greek",$54–80 (clearance),Discontinued,"Lightweight box, narrower heel, flexible shank",Enhanced Traditional,N/A,"https://www.capezioeurope.com/products/aria, https://www.balletbox.com/blogs/brands/capezio-aria",Fitter and Capezio diagrams for low arch/medium toe lines
Capezio,Ava,Medium,Medium,Medium,Medium,Medium,Medium,"4, 4, ., 5, 5, 5, ., 5, 6, 6, ., 5, 7, 7, ., 5, 8, 8, ., 5","B, C, D, E","Satin upper, Leather sole, Lining","Egyptian, Greek",$73–85,Available,"Moderate-vamp, flexible shank for intermediate dancers",Enhanced Traditional,N/A,"https://www.capezioeurope.com/products/ava, https://www.discountdance.com/dancewear/style_2028.html",Ava sizing confirmed in Capezio and DD charts
Capezio,Ava Strong Shank,Medium,Medium,Strong,Medium,Medium,Medium,"4, 4, ., 5, 5, 5, ., 5, 6, 6, ., 5, 7, 7, ., 5, 8, 8, ., 5","B, C, D, E","Satin upper, Leather sole, Hard shank","Egyptian, Greek",$73–85,Available,Identical build to Ava but with extra support,Enhanced Traditional,N/A,"https://www.capezioeurope.com/products/ava, https://www.dancewearsolutions.com/ava-strong",Description and retailer listings confirm Strong shank version
Capezio,Bella,Medium,Medium,Medium,Medium,Medium,Low,"3, 3, ., 5, 4, 4, ., 5, 5, 5, ., 5, 6, 6, ., 5, 7","B, C, D, E","Satin upper, Leather sole, Cushion lining","Greek, Square/Roman",$75–99,Available,"Beginner-focused, soft vamp, moderate/rounded box",Enhanced Traditional,N/A,"https://www.capezioeurope.com/products/bella, https://www.allaboutdance.com/dance-shoes/pointe-shoes/style_BA11",Capezio web and retailer diagrams for moderate-width fit
Capezio,Contempora,Medium-Square,Wide,"Medium, Hard",Medium,Medium,Medium,"4, 4, ., 5, 5, 5, ., 5, 6, 6, ., 5, 7, 7, ., 5","B, C, D, E","Satin upper, Suede sole, Paste box","Giselle/Peasant, Square/Roman",$49–82 (clearance/archived),Discontinued,"Wide, flat platform, fits even toes and broad metatarsals",Enhanced Traditional,N/A,https://www.capezio.com/contempora-pointe-shoe,Fit chart historic—platform classified as wide/square
Capezio,Développé #3,Medium,Medium,Medium,Medium,Medium,Medium,"4, 4, ., 5, 5, 5, ., 5, 6, 6, ., 5, 7, 7, ., 5, 8","B, C, D, E","Satin upper, Leather sole, Paste box","Egyptian, Greek",$75–99,Available,"Flexible to moderate shank, designed for arch support",Enhanced Traditional,N/A,"https://www.capezioeurope.com/products/developpe, https://www.dancewearsolutions.com/developpe-pointe-shoe","Last known number used for fit mapping, model now archival"
Capezio,Développé #5.5,Medium,Medium,Medium,Medium,Medium,Medium,"4, 4, ., 5, 5, 5, ., 5, 6, 6, ., 5, 7, 7, ., 5, 8","B, C, D, E","Satin upper, Leather sole, Paste box","Egyptian, Greek",$75–99,Available,"Similar to Développé #3, slightly longer vamp",Enhanced Traditional,N/A,https://www.capezioeurope.com/products/developpe,"Fit overlap as for #3, extended sizing - now archival"
Capezio,Donatella #2,Tapered,Narrow,Medium,Long,High,Medium,"4, 4, ., 5, 5, 5, ., 5, 6, 6, ., 5, 7, 7, ., 5, 8","B, C, D, E","Satin upper, Leather sole, Paste box",Egyptian,$74–92,Available,"High vamp, long/tapered platform for long toes",Enhanced Traditional,N/A,"https://www.capezioeurope.com/products/donatella-ii, https://www.dancewearsolutions.com/donatella-ii-pointe-shoe",Capezio spec sheet and fit diagrams for Egyptian narrow
Capezio,Donatella #3,Tapered,Narrow,Medium,Long,High,Medium,"4, 4, ., 5, 5, 5, ., 5, 6, 6, ., 5, 7, 7, ., 5, 8","B, C, D, E","Satin upper, Leather sole, Paste box",Egyptian,$74–92,Available,"Identical shape to Donatella #2, higher crown",Enhanced Traditional,N/A,"https://www.capezioeurope.com/products/donatella-iii, https://www.discountdance.com","Capezio fit data - Egyptian, narrow, long vamp"
Capezio,Glissé,Medium,Medium,"Medium, Hard",Medium,High,Low,"3, 3, ., 5, 4, 4, ., 5, 5, 5, ., 5, 6, 6, ., 5, 7, 7, ., 5, 8, 8, ., 5","B, C, D, E","Satin upper, Leather sole, Paste box","Greek, Square/Roman",$75–99,Available,"Versatile, balanced box, traditional profile; multiple shanks",Enhanced Traditional,N/A,"https://www.capezioeurope.com/products/glisse, https://www.discountdance.com",Fitter charts: for even and moderately sloped toes
Capezio,Kylee,Medium,Medium,Medium,Medium,Medium,Medium,"4, 4, ., 5, 5, 5, ., 5, 6, 6, ., 5, 7, 7, ., 5, 8","B, C, D, E","Satin upper, Leather sole, Paste box","Greek, Square/Roman",$75–99,Available,"Plush lining, moderate box for even toes",Enhanced Traditional,N/A,"https://www.capezioeurope.com/products/kylee, https://allaboutdance.com/kylee-pointe-shoe",Capezio fit manual for moderate width
Capezio,Pavlowa,Tapered,Narrow,Hard,Long,High,Medium,"4, 4, ., 5, 5, 5, ., 5, 6, 6, ., 5, 7, 7, ., 5, 8","B, C, D, E","Satin upper, Leather sole, Hard shank",Egyptian,$62–80 (clearance),Discontinued,"Deeply tapered, long vamp, classic Russian style",Enhanced Traditional,N/A,"https://www.capezioeurope.com/products/pavlowa, https://www.discountdance.com",Model historic fit—Irish/Egyptian last
Capezio,Phoenix Strong,Medium-Square,Wide,Strong,Medium,Medium,Medium,"4, 4, ., 5, 5, 5, ., 5, 6, 6, ., 5, 7, 7, ., 5, 8","B, C, D, E","Satin upper, Leather sole, Paste box, Strong shank","Square/Roman, Giselle/Peasant",$94–109,Available,"Extra strong shank, broad platform for even/broad toes",Enhanced Traditional,N/A,"https://www.capezio.com/phoenix-pointe-shoe, https://www.balletbox.com/capezio-phoenix",Platform/fit matched by shape chart and reviews
Capezio,Tiffany,Tapered,Medium,Medium,Long,High,High,"4, 4, ., 5, 5, 5, ., 5, 6, 6, ., 5, 7, 7, ., 5, 8","B, C, D, E","Satin upper, Leather sole, Paste box","Egyptian, Greek",$77–91,Available,"Lower profile, refined wings, moderate taper",Enhanced Traditional,N/A,"https://www.capezioeurope.com/products/tiffany, https://www.discountdance.com",Tiffany foot selector and box diagrams
Capezio,Tiffany PRO,Tapered,Medium,Hard,Long,High,High,"4, 4, ., 5, 5, 5, ., 5, 6, 6, ., 5, 7, 7, ., 5, 8","B, C, D, E","Satin upper, Leather sole, Paste box, Hard shank","Egyptian, Greek",$87–98,Available,"Tiffany base, reinforced for professionals, hard shank",Enhanced Traditional,N/A,"https://www.capezioeurope.com/products/tiffany-pro, https://dancewearsolutions.com/capezio-tiffany-pro/",PRO = hard shank per official/retailer listings
Bloch,Etu,Broad,Extra Wide,"Medium, Hard","Medium, Long",Medium,Low,"3, 3, ., 5, 4, 4, ., 5, 5, 5, ., 5, 6, 6, ., 5, 7, 7, ., 5, 8, 8, ., 5, 9","B, C, D, E","Satin upper, Synthetic polymer box, Eco-flex composite shank, Leather sole, Antimicrobial lining","Egyptian, Greek",$120.00-139.00,Available,"High-tech pleatless platform, ""whisper"" low noise, broad/high arch fit, multiple skin-tone satins, best for professionals",Composite / Advanced Materials,N/A,"https://www.blochworld.com/products/etu-pointe-shoe, https://www.blochworld.com/blogs/news/new-etu-pointe-shoes, https://www.dancewearcentral.co.uk/bloch-etu-pointe-shoes",Assumes Etu uses Bloch standard sizing/widths; box/platform width per tech sheets; foot shape as per launch reviews.
Bloch,Flexus Kaia,Tapered,Narrow,"Soft, Medium, Hard","Short, Low",Medium,Low,"3, 3, ., 5, 4, 4, ., 5, 5, 5, ., 5, 6, 6, ., 5, 7, 7, ., 5, 8, 8, ., 5, 9","B, C","Satin upper, Moldable organic paste, Leather sole","Egyptian, Strong Egyptian",$110.00-124.00,Available,"Tapered toe/low profile for fine, tapered feet. Oval platform.",Enhanced Traditional,N/A,"https://www.blochworld.com/products/flexus-kaia, https://www.danceshop.co.uk/bloch-flexus-kaia-pointe-shoes","""Very Tapered, Narrow"" per Kaia press; shank/vamp/heel/widths as product pages; fit per reviews"
Bloch,Flexus Skye,Broad,Broad,"Medium, Hard","Medium, Long",High,Medium,"3, 3, ., 5, 4, 4, ., 5, 5, 5, ., 5, 6, 6, ., 5, 7, 7, ., 5, 8, 8, ., 5, 9","B, C, D, E","Satin upper, Moldable organic paste, Wide side wings, Leather sole","Square/Roman, Greek",$114.00-127.00,Available,"Highest wings, rounded/broad platform. Best for broad or compressible feet; extra side support",Enhanced Traditional,N/A,"https://www.blochworld.com/products/flexus-skye, https://www.dancewearcentral.co.uk/bloch-flexus-skye-pointe-shoes, https://www.blochworld.com/blogs/news/bloch-flexus-skye-high-wing",Extra wing/platform per Skye launch; heel/widths as per official/retail SKUs; sizes as for Flexus
Grishko/Nikolay,StarPointe,Medium-Tapered,Wide,"Medium, Hard, Soft",Medium,High,Medium,"3, ., 5, 4, 4, ., 5, 5, 5, ., 5, 6, 6, ., 5, 7, 7, ., 5","X, X, X, X, X, X, X, X, X, X","Satin upper, Advanced SmartPaste box, Hybrid shank","Egyptian, Greek, Square/Roman",$115,Available,"SmartPointe line, eco-friendly box, fits all foot types",Advanced Synthetic,N/A,"https://nikolay-world.com/starpointe, https://www.dancewearsolutions.com/starpointe","""All"" fit per official marketing and foot diagrams."
